x_grid,mc_smooth,theory,diff,rel_diff
9.999987140615393955e-01,nan,7.312337224160694517e+06,nan,nan
9.999987130972063376e-01,nan,7.300876338712695055e+06,nan,nan
9.999987121325117911e-01,nan,7.289437328485363163e+06,nan,nan
9.999987111674558671e-01,nan,7.278020146501329727e+06,nan,nan
9.999987102020384544e-01,nan,7.266624743280280381e+06,nan,nan
9.999987092362596641e-01,nan,7.255251068170275539e+06,nan,nan
9.999987082701193852e-01,nan,7.243899070661132224e+06,nan,nan
9.999987073036176177e-01,nan,7.232568701679878868e+06,nan,nan
9.999987063367544726e-01,nan,7.221259916161488742e+06,nan,nan
9.999987053695298389e-01,nan,7.209972661394009367e+06,nan,nan
9.999987044019438276e-01,nan,7.198706891264554113e+06,nan,nan
9.999987034339963277e-01,nan,7.187462554628031328e+06,nan,nan
9.999987024656873391e-01,nan,7.176239604333974421e+06,nan,nan
9.999987014970169730e-01,nan,7.165037993347380310e+06,nan,nan
9.999987005279851182e-01,nan,7.153857672197473235e+06,nan,nan
9.999986995585918859e-01,nan,7.142698592824042775e+06,nan,nan
9.999986985888371649e-01,nan,7.131560707292873412e+06,nan,nan
9.999986976187209553e-01,nan,7.120443966528565623e+06,nan,nan
9.999986966482433681e-01,nan,7.109348326648053713e+06,nan,nan
9.999986956774042923e-01,nan,7.098273736292527057e+06,nan,nan
9.999986947062038389e-01,nan,7.087220150552912615e+06,nan,nan
9.999986937346418969e-01,nan,7.076187519600131549e+06,nan,nan
9.999986927627184663e-01,nan,7.065175797509051859e+06,nan,nan
9.999986917904336581e-01,nan,7.054184938466554508e+06,nan,nan
9.999986908177873612e-01,nan,7.043214893030785024e+06,nan,nan
9.999986898447796868e-01,nan,7.032265616881084628e+06,nan,nan
9.999986888714105238e-01,nan,7.021337060831873678e+06,nan,nan
9.999986878976798721e-01,nan,7.010429180795401335e+06,nan,nan
9.999986869235878428e-01,nan,6.999541929076361470e+06,nan,nan
9.999986859491343250e-01,nan,6.988675258111860603e+06,nan,nan
9.999986849743194295e-01,nan,6.977829125390877947e+06,nan,nan
9.999986839991430454e-01,nan,6.967003481126300991e+06,nan,nan
9.999986830236052837e-01,nan,6.956198281806606799e+06,nan,nan
9.999986820477059224e-01,nan,6.945413479131228290e+06,nan,nan
9.999986810714452945e-01,nan,6.934649029816712253e+06,nan,nan
9.999986800948230670e-01,nan,6.923904885811994784e+06,nan,nan
9.999986791178394618e-01,nan,6.913181002846925519e+06,nan,nan
9.999986781404944791e-01,nan,6.902477336758734658e+06,nan,nan
9.999986771627880078e-01,nan,6.891793841075789183e+06,nan,nan
9.999986761847200478e-01,nan,6.881130469455066137e+06,nan,nan
9.999986752062907103e-01,nan,6.870487180491731502e+06,nan,nan
9.999986742274998841e-01,nan,6.859863924466710538e+06,nan,nan
9.999986732483475693e-01,nan,6.849260660200580955e+06,nan,nan
9.999986722688338769e-01,nan,6.838677341820108704e+06,nan,nan
9.999986712889586959e-01,nan,6.828113924770488404e+06,nan,nan
9.999986703087221374e-01,nan,6.817570364612482488e+06,nan,nan
9.999986693281240901e-01,nan,6.807046619394839741e+06,nan,nan
9.999986683471646653e-01,nan,6.796542641341291368e+06,nan,nan
9.999986673658437519e-01,nan,6.786058386365249753e+06,nan,nan
9.999986663841613499e-01,nan,6.775593811672740616e+06,nan,nan
9.999986654021175703e-01,nan,6.765148874573019333e+06,nan,nan
9.999986644197123020e-01,nan,6.754723530132069252e+06,nan,nan
9.999986634369455452e-01,nan,6.744317733539638110e+06,nan,nan
9.999986624538174107e-01,nan,6.733931443612472154e+06,nan,nan
9.999986614703278986e-01,nan,6.723564616928335279e+06,nan,nan
9.999986604864767870e-01,nan,6.713217206689289771e+06,nan,nan
9.999986595022642977e-01,nan,6.702889173200844787e+06,nan,nan
9.999986585176904308e-01,nan,6.692580473376445472e+06,nan,nan
9.999986575327550753e-01,nan,6.682291061931047589e+06,nan,nan
9.999986565474582312e-01,nan,6.672020898320363835e+06,nan,nan
9.999986555618000095e-01,nan,6.661769938640853390e+06,nan,nan
9.999986545757802991e-01,nan,6.651538139109549113e+06,nan,nan
9.999986535893992112e-01,nan,6.641325459497368895e+06,nan,nan
9.999986526026566347e-01,nan,6.631131856238257140e+06,nan,nan
9.999986516155525695e-01,nan,6.620957287025152706e+06,nan,nan
9.999986506280871268e-01,nan,6.610801709659922868e+06,nan,nan
9.999986496402601954e-01,nan,6.600665080918665975e+06,nan,nan
9.999986486520717754e-01,nan,6.590547361091501079e+06,nan,nan
9.999986476635219779e-01,nan,6.580448507168283686e+06,nan,nan
9.999986466746108027e-01,nan,6.570368478510290384e+06,nan,nan
9.999986456853381389e-01,nan,6.560307231203184463e+06,nan,nan
9.999986446957039865e-01,nan,6.550264725946970284e+06,nan,nan
9.999986437057083455e-01,nan,6.540240919051109813e+06,nan,nan
9.999986427153513269e-01,nan,6.530235771418729797e+06,nan,nan
9.999986417246329307e-01,nan,6.520249240696156397e+06,nan,nan
9.999986407335529348e-01,nan,6.510281284645421430e+06,nan,nan
9.999986397421116724e-01,nan,6.500331865581503138e+06,nan,nan
9.999986387503088103e-01,nan,6.490400938146473840e+06,nan,nan
