th3 bin centers    value    Error 
 1.841900e-03   0.000000e+00   0.000000e+00
 1.845300e-03   0.000000e+00   0.000000e+00
 1.848700e-03   0.000000e+00   0.000000e+00
 1.852100e-03   0.000000e+00   0.000000e+00
 1.855500e-03   0.000000e+00   0.000000e+00
 1.858900e-03   0.000000e+00   0.000000e+00
 1.862300e-03   0.000000e+00   0.000000e+00
 1.865700e-03   0.000000e+00   0.000000e+00
 1.869100e-03   0.000000e+00   0.000000e+00
 1.872500e-03   0.000000e+00   0.000000e+00
 1.875900e-03   0.000000e+00   0.000000e+00
 1.879300e-03   0.000000e+00   0.000000e+00
 1.882700e-03   0.000000e+00   0.000000e+00
 1.886100e-03   0.000000e+00   0.000000e+00
 1.889500e-03   0.000000e+00   0.000000e+00
 1.892900e-03   0.000000e+00   0.000000e+00
 1.896300e-03   0.000000e+00   0.000000e+00
 1.899700e-03   0.000000e+00   0.000000e+00
 1.903100e-03   0.000000e+00   0.000000e+00
 1.906500e-03   0.000000e+00   0.000000e+00
 1.909900e-03   0.000000e+00   0.000000e+00
 1.913300e-03   0.000000e+00   0.000000e+00
 1.916700e-03   0.000000e+00   0.000000e+00
 1.920100e-03   0.000000e+00   0.000000e+00
 1.923500e-03   0.000000e+00   0.000000e+00
 1.926900e-03   0.000000e+00   0.000000e+00
 1.930300e-03   0.000000e+00   0.000000e+00
 1.933700e-03   0.000000e+00   0.000000e+00
 1.937100e-03   0.000000e+00   0.000000e+00
 1.940500e-03   0.000000e+00   0.000000e+00
 1.943900e-03   0.000000e+00   0.000000e+00
 1.947300e-03   0.000000e+00   0.000000e+00
 1.950700e-03   0.000000e+00   0.000000e+00
 1.954100e-03   0.000000e+00   0.000000e+00
 1.957500e-03   0.000000e+00   0.000000e+00
 1.960900e-03   0.000000e+00   0.000000e+00
 1.964300e-03   0.000000e+00   0.000000e+00
 1.967700e-03   0.000000e+00   0.000000e+00
 1.971100e-03   0.000000e+00   0.000000e+00
 1.974500e-03   0.000000e+00   0.000000e+00
 1.977900e-03   0.000000e+00   0.000000e+00
 1.981300e-03   0.000000e+00   0.000000e+00
 1.984700e-03   0.000000e+00   0.000000e+00
 1.988100e-03   0.000000e+00   0.000000e+00
 1.991500e-03   0.000000e+00   0.000000e+00
 1.994900e-03   0.000000e+00   0.000000e+00
 1.998300e-03   0.000000e+00   0.000000e+00
 inf   0.000000e+00   0.000000e+00
